Reference,DOI,Order,Species,Location,Stage,Sex,Temperature,Record,Response,Unit,mean,sem,n,Source
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Fertility,cm^2 sori lamina^–1,197,71,12,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Fertility,cm^2 sori lamina^–1,91,48,14,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Fertility,cm^2 sori lamina^–1,207,62,9,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Fertility,cm^2 sori lamina^–1,36,18,18,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Fertility,cm^2 sori lamina^–1,8,8,17,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Fertility,cm^2 sori lamina^–1,137,41,18,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Fertility,cm^2 sori lamina^–1,398,50,23,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Fertility,cm^2 sori lamina^–1,246,67,23,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Fertility,cm^2 sori lamina^–1,44,17,19,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Fertility,% sori lamina^–1,5,NA,10,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Fertility,% sori lamina^–1,7,NA,11,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Fertility,% sori lamina^–1,3,NA,10,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Fertility,% sori lamina^–1,3,NA,7,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Fertility,% sori lamina^–1,12,NA,35,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Fertility,% sori lamina^–1,16,NA,30,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Fertility,% sori lamina^–1,8,NA,20,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Fertility,% sori lamina^–1,4,NA,12,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Fertility,% sori lamina^–1,4,NA,14,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Fertility,% sori lamina^–1,12,NA,9,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Fertility,% sori lamina^–1,3,NA,18,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Fertility,% sori lamina^–1,0.2,NA,17,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Fertility,% sori lamina^–1,5,NA,18,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Fertility,% sori lamina^–1,17,NA,23,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Fertility,% sori lamina^–1,10,NA,23,Table 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Fertility,% sori lamina^–1,2,NA,19,Table 3
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.324815,HadISST,Mass,kg wet mass m^–2,11.957145,1.146875,16,Figure 4
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.49842,Study,Mass,kg wet mass m^–2,6.177254,1.0277484,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,15.7774765,Study,Mass,kg wet mass m^–2,6.160087,0.6925286,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.338362,Study,Mass,kg wet mass m^–2,8.513006,1.079808,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.6083735,Study,Mass,kg wet mass m^–2,11.556311,0.789315,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.132763,Study,Mass,kg wet mass m^–2,14.501212,1.221273,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.183306,Study,Mass,kg wet mass m^–2,15.57681,1.303211,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.809726,Study,Mass,kg wet mass m^–2,15.795046,1.01281,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.100916,Study,Mass,kg wet mass m^–2,12.6187525,0.9234025,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.508045,Study,Mass,kg wet mass m^–2,13.604669,0.841533,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.13506,Study,Mass,kg wet mass m^–2,12.639138,0.893729,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4535675,Study,Mass,kg wet mass m^–2,9.135847,0.774444,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.5816805,Study,Mass,kg wet mass m^–2,6.933511,0.513897,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.6549645,Study,Mass,kg wet mass m^–2,7.7184095,0.5511078,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.027407,Study,Mass,kg wet mass m^–2,9.926238,0.863896,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.549234,Study,Mass,kg wet mass m^–2,11.083864,0.819193,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.8977235,Study,Mass,kg wet mass m^–2,13.826517,1.5191,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.749125,Study,Mass,kg wet mass m^–2,15.61728,0.930826,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.795519,Study,Mass,kg wet mass m^–2,16.521965,1.310613,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.0884535,Study,Mass,kg wet mass m^–2,17.321415,1.824418,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.327404,Study,Mass,kg wet mass m^–2,16.88504,1.5787875,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.950235,Study,Mass,kg wet mass m^–2,16.977001,1.16917,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.324815,HadISST,Mass,kg wet mass m^–2,11.748429,1.146875,16,Figure 4
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.49842,Study,Mass,kg wet mass m^–2,5.7690477,1.0277484,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,15.7774765,Study,Mass,kg wet mass m^–2,6.5919785,0.6925286,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.338362,Study,Mass,kg wet mass m^–2,8.207551,1.079808,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.6083735,Study,Mass,kg wet mass m^–2,14.743242,0.789315,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.132763,Study,Mass,kg wet mass m^–2,14.084169,1.221273,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.183306,Study,Mass,kg wet mass m^–2,14.102231,1.303211,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.809726,Study,Mass,kg wet mass m^–2,16.934473,1.01281,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.100916,Study,Mass,kg wet mass m^–2,14.100641,0.9234025,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.508045,Study,Mass,kg wet mass m^–2,12.629093,0.841533,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.13506,Study,Mass,kg wet mass m^–2,11.000867,0.893729,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4535675,Study,Mass,kg wet mass m^–2,8.592277,0.774444,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.5816805,Study,Mass,kg wet mass m^–2,6.6728506,0.513897,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.6549645,Study,Mass,kg wet mass m^–2,6.221559,0.5511078,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.027407,Study,Mass,kg wet mass m^–2,9.137015,0.863896,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.549234,Study,Mass,kg wet mass m^–2,9.460554,0.819193,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.8977235,Study,Mass,kg wet mass m^–2,15.167099,1.5191,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.749125,Study,Mass,kg wet mass m^–2,16.108883,0.930826,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.795519,Study,Mass,kg wet mass m^–2,18.15295,1.310613,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.0884535,Study,Mass,kg wet mass m^–2,18.669308,1.824418,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.327404,Study,Mass,kg wet mass m^–2,18.307333,1.5787875,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.950235,Study,Mass,kg wet mass m^–2,16.00113,1.16917,16,"Figure 4, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.324815,HadISST,Mass,g wet mass sporophyte^–1,609.5203,NA,NA,Figure 5
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.49842,Study,Mass,g wet mass sporophyte^–1,373.44403,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,15.7774765,Study,Mass,g wet mass sporophyte^–1,285.13074,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.338362,Study,Mass,g wet mass sporophyte^–1,479.42474,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.6083735,Study,Mass,g wet mass sporophyte^–1,568.5889,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.132763,Study,Mass,g wet mass sporophyte^–1,531.54126,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.183306,Study,Mass,g wet mass sporophyte^–1,601.6356,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.809726,Study,Mass,g wet mass sporophyte^–1,597.7437,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.100916,Study,Mass,g wet mass sporophyte^–1,554.66266,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.508045,Study,Mass,g wet mass sporophyte^–1,520.2846,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.13506,Study,Mass,g wet mass sporophyte^–1,444.94635,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4535675,Study,Mass,g wet mass sporophyte^–1,284.8968,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.5816805,Study,Mass,g wet mass sporophyte^–1,239.3083,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.6549645,Study,Mass,g wet mass sporophyte^–1,250.02011,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.027407,Study,Mass,g wet mass sporophyte^–1,321.97583,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.549234,Study,Mass,g wet mass sporophyte^–1,446.94287,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.8977235,Study,Mass,g wet mass sporophyte^–1,508.8357,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.749125,Study,Mass,g wet mass sporophyte^–1,621.4123,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.795519,Study,Mass,g wet mass sporophyte^–1,747.49304,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.0884535,Study,Mass,g wet mass sporophyte^–1,702.9675,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.327404,Study,Mass,g wet mass sporophyte^–1,731.7441,NA,NA,"Figure 5, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.324815,HadISST,Abundance,sporophytes m^–2,19.701586,1.993563,NA,Figure 6
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.49842,Study,Abundance,sporophytes m^–2,16.098316,2.067856,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,15.7774765,Study,Abundance,sporophytes m^–2,21.955175,2.117384,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.338362,Study,Abundance,sporophytes m^–2,17.274641,2.14215,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.6083735,Study,Abundance,sporophytes m^–2,22.945765,2.228825,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.132763,Study,Abundance,sporophytes m^–2,26.487122,2.327885,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,23.183306,Study,Abundance,sporophytes m^–2,24.481178,2.241207,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.809726,Study,Abundance,sporophytes m^–2,27.30436,1.77068,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.100916,Study,Abundance,sporophytes m^–2,24.035414,2.092621,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.508045,Study,Abundance,sporophytes m^–2,25.224121,1.968796,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.13506,Study,Abundance,sporophytes m^–2,26.62333,2.105004,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.4535675,Study,Abundance,sporophytes m^–2,30.882862,2.699356,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.5816805,Study,Abundance,sporophytes m^–2,28.443537,2.35265,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.6549645,Study,Abundance,sporophytes m^–2,27.873947,1.671619,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.027407,Study,Abundance,sporophytes m^–2,29.570332,2.092619,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.549234,Study,Abundance,sporophytes m^–2,22.883854,1.374444,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,19.8977235,Study,Abundance,sporophytes m^–2,28.195889,2.959385,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,22.749125,Study,Abundance,sporophytes m^–2,25.447004,1.547796,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.795519,Study,Abundance,sporophytes m^–2,23.143883,2.043091,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.0884535,Study,Abundance,sporophytes m^–2,25.53368,3.046063,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.327404,Study,Abundance,sporophytes m^–2,23.874443,2.005943,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.950235,Study,Abundance,sporophytes m^–2,22.908619,1.956415,NA,"Figure 6, 7"
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.297715,HadISST,Growth,mg g^–1 wet mass d^–1,3.0490239,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,21.324815,HadISST,Growth,mg g^–1 wet mass d^–1,3.1920567,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,20.873815,HadISST,Growth,mg g^–1 wet mass d^–1,3.1995897,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.49842,Study,Growth,mg g^–1 wet mass d^–1,4.7593207,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,17.196144,Study,Growth,mg g^–1 wet mass d^–1,4.9646006,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.1479935,Study,Growth,mg g^–1 wet mass d^–1,7.3990054,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,16.410007,Study,Growth,mg g^–1 wet mass d^–1,8.179828,NA,NA,Figure 7
Kirkman 1984,10.1016/0022-0981(84)90060-1,Laminariales,Ecklonia radiata,"Marmion Reef, Western Australia, Australia",Sporophyte,NA,18.338362,Study,Growth,mg g^–1 wet mass d^–1,8.774677,NA,NA,Figure 7
